season_id,season,team_id,team_name,matches_played,z_game_control_share,z_field_tilt,z_off_ball_pressure_share,z_ppda_inv,z_high_recoveries,z_xt,z_passes_into_box,z_shots_per_1_0_xt,z_avg_pass_height,z_crosses,z_set_piece_xg,z_corners,z_throw_ins_into_box
1,21-22,16,Manchester City,38,2.303630179406887,2.65593932857932,-1.8630381331970045,1.5216746709665705,1.4164331214032913,2.0870924138649136,2.46127764811092,-0.1832556837491451,2.142126873925831,2.000555451883658,2.2000308642584896,2.814791128932113,-0.7504168845089223
2,22-23,20,Nottingham Forest,38,-1.0412974418574767,-1.5754524706978907,1.5073237402759276,-1.8741069133547184,-1.793851393600294,-1.4344921908345478,-1.3289308902321555,0.2871822786861164,-1.5149051268716769,-1.343321793894193,-1.553934509155297,-1.698321928559523,1.2785116968788268
2,22-23,26,Wolverhampton Wanderers,38,-1.2837655814147615,-0.4467769963895832,-0.4043453576404447,0.1504347740390618,-1.1212800977996151,-1.056143258626158,-0.965367082345392,0.207224015529839,-1.0319259402628804,0.0421867560478053,-1.3016093952529877,-0.1714613530899783,-1.1923879896852134
2,22-23,22,Southampton,38,-0.6125826610637298,-0.5797796709398262,0.6834641843783729,-0.2651044319542643,-0.4488365701022423,-0.8394819042846013,-0.5424217497642341,0.5576536943066319,-0.0895886802701483,-0.457823486646977,-0.6300363997899189,-0.9214552677606188,1.5031389411119211
2,22-23,1,AFC Bournemouth,38,-1.1696471096575916,-1.4512242781492275,1.3078641256341377,-1.7796609999420163,-1.7601206143276156,-0.351185419126763,-0.8318009463162623,-0.9328883718045956,-1.2305280374886327,-1.5620738009507495,0.4103194544534467,-1.2696812696727062,-0.3687073411040751
2,22-23,9,Everton,38,-0.5945247625964443,-0.6056413021023738,1.1594739543510617,-0.5892774825809557,0.828844462953758,-0.8055275129325654,-0.6685440479399355,0.5515481668783913,0.0440883459688486,0.521374784534888,0.8062757870386077,-0.4661454441556004,-0.4810920928103098
2,22-23,10,Fulham,38,0.122826805382286,0.0077353986066545,0.2531737256030097,0.067737567246538,-0.5497733717136664,-0.7845081278098768,-0.3272271645469409,-0.2806662666454674,-0.0555426064600122,1.2089432989332471,-0.9638819351068204,-0.2517742193596763,-0.0692517685197406
2,22-23,13,Leicester City,38,-0.8688062444706643,-0.6150507795119602,0.065569517455207,-0.5929275661911063,-0.0790756791358358,-0.8119950160472383,-1.0098891276884354,0.0264728080497333,-1.0277031714182114,-1.6766751510102376,-0.979409634423886,-1.5108234498918631,-0.7805476653946442
2,22-23,12,Leeds United,38,0.1850262334362654,-0.0127864984430892,0.594199053174287,0.4236207192364309,1.7030338257706734,-0.0407452696224421,-0.38658049288583,-0.4679024411115,0.5031824963000009,0.0317756489439554,0.848976960160538,0.2035356042453419,-0.2564648485772152
2,22-23,8,Crystal Palace,38,0.0219880252814704,-0.415633357969506,0.6253118956014563,0.0113894015148055,-0.2470907349826999,-1.1547726811249257,-0.7204817347809016,0.3476511463793644,-0.5606913295033096,-0.6766150796621033,-0.8396603405702991,-0.1446903976667456,-0.6683051728677845
2,22-23,3,Aston Villa,38,-0.1592321906084287,-0.2288869811595969,-0.0696885112499138,0.2778455050559553,-0.6505824052217849,-0.2315366115053055,-0.6166063610989692,-0.4420315621782794,-1.1657349280282765,-0.9786955295080288,-1.21620704900913,-0.787498699939424,-0.5933345853371697
2,22-23,25,West Ham United,38,-0.195430727054875,-0.7901940584118894,1.288135513289016,-1.925550279235308,-0.1798847126439542,-0.5759311523616616,-0.8614635123079543,0.2644848942353693,0.3580248172645691,1.271449527514916,0.8450950353312715,0.3911358736180333,1.128712780996972
2,22-23,4,Brentford,38,-0.6699831974288084,-0.6872670754591631,0.8097850604957182,-0.2265504238220266,-0.1462817014745814,-0.1539265741292253,-0.0155728471456382,-0.422887111767694,-0.2801411243857377,0.0421867560478053,0.3249171082095885,-0.7607277445161914,3.0379732273885884
2,22-23,7,Chelsea,38,-0.3819049019489995,0.7124359843584285,-1.3743759959132256,1.288006144165727,0.5934956166648427,0.357006171929968,0.3554347985945535,-0.6087780005292004,0.3947101216026158,0.3755401131638501,-0.4010028348632083,0.4714487398877313,-0.5185062569859298
2,22-23,23,Tottenham Hotspur,38,-0.934067034464116,-0.6717674148182182,-0.4798855759418773,-0.3294371555832068,-0.986868053122124,0.2599936252098683,-0.126892058680999,-0.2927738379862151,-0.9391569872066065,0.6672490418644955,-0.0671572995463072,0.3107212166433039,-0.0318376043441206
2,22-23,17,Manchester United,38,0.6549452911450554,0.4605448513723252,-0.4849773210386542,0.1515754251672334,0.0218611224755881,0.633491930082253,0.711582964983394,-0.202950146330071,0.5239004559441459,-1.457923143953681,-0.5718075273509248,0.1232227379756438,-0.7057193370434044
2,22-23,5,Brighton & Hove Albion,38,0.7625893960978036,1.2996912830561775,-1.3040947143386132,1.385531815624497,1.3331451667009613,1.3675535335976765,0.8822555048576439,-0.5695922425716817,0.5187539564147129,0.4380463417455192,0.3171532585510572,1.114358832865441,-0.3687073411040751
2,22-23,14,Liverpool,38,0.6480158570253073,1.2363937862487375,-1.472319892640476,0.8981315885562872,1.400351189039707,2.2147964416198853,1.7652525738650804,-0.7360627248806493,0.5431668387979491,1.5006126416753227,1.2099959692823024,1.1679007437119062,-0.1440800968709804
2,22-23,18,Newcastle United,38,1.4217130325926777,0.6707860582785662,-0.1064098729030831,0.8812499518593309,0.7615106725117068,1.0894508996667251,1.3274477619325709,-0.6499989342961328,1.090411288761524,0.9172343702326018,2.176595251769613,2.1054949277552386,-0.40626376445907
2,22-23,2,Arsenal,38,2.084477207610167,1.5711806834076492,-0.9113919738448286,1.268158814535522,1.0305902980733004,1.3659366578190075,1.6539333623297197,-0.4485855181746946,2.2566872590480083,0.1671992132111434,0.7169915159654854,0.8464456972230516,0.117961311537734
2,22-23,16,Manchester City,38,2.0096600039948536,2.121692838723788,-1.6868115547470783,0.7789335456622357,0.2908129799338762,0.952016458479916,1.7058710491706857,3.8129001542107432,1.6629923517930918,0.9693294917104208,0.8683865843068695,1.248315400686636,-0.4810920928103098
3,23-24,21,Sheffield United,38,-1.2852113914191523,-1.50117322851817,1.4522041149383142,-2.61424496274032,-1.4431538594165496,-1.4578295213450037,-1.3337059472111712,0.7345672062876502,-1.1375384362588574,-2.395374527171797,-1.231049245135861,-1.5336524678018002,2.016563768953608
3,23-24,15,Luton Town,38,-0.598587663110688,-0.68503943999031,1.030991565326263,-0.1634750923392969,-0.6859298910970126,-0.7656183959396744,-0.8480195222094762,-0.0555788518221771,0.0377983909210428,1.9086196755107303,0.2577334135018208,-0.059439271346419,-0.3657566234831923
3,23-24,6,Burnley,38,-0.8513031980827663,-0.2587581907582337,0.2267328034931393,-0.4008436308325393,-0.6564451301532178,-1.4354036749495822,-0.946463743412254,2.33768691709485,-0.6789302220019081,-1.1041684781648011,-1.1227741426894835,-0.6063510437259497,0.3724630753238225
3,23-24,26,Wolverhampton Wanderers,38,-1.4488626427258338,-0.8057605908554213,-0.1719328967009143,0.101282123672396,-0.7547650364182674,-1.357660740778789,-0.9858464201994812,1.4300018050355143,-1.1632891648668706,-0.8172511077237747,-0.6007334701801658,-1.1769355212704296,-0.9025277689024552
3,23-24,25,West Ham United,38,-0.5692217436754111,-1.0371291835599088,1.0818009958488302,-1.1439552963331554,-0.7941154207957275,-0.9046586435912848,-1.0383483420722572,-2.226160282628878,-0.340246829547989,0.012815486782321,1.004058226792919,-0.962977636420813,1.1440875342495658
3,23-24,17,Manchester United,38,-0.2997873764198039,-0.1156026176304149,-0.0900425288965265,-0.2384925078064992,0.1303009688958477,-0.2872003395040255,-0.1982178259855169,0.0726246086896959,-0.0398216624545317,-0.6635509365605378,-0.5079262395118427,0.4398560291936911,-0.6676744553959749
3,23-24,10,Fulham,38,-0.0240603121423507,-0.044678260841149,-0.1758706934158562,-0.3319412974527868,-0.8531223124690507,-0.3006558473412781,-0.0932139822399648,-0.5753677922158684,-0.7336198646646385,0.8121186824490562,0.0798528880542025,0.1545186135031974,-0.3657566234831923
3,23-24,9,Everton,38,0.6468111092421479,-0.3324051716085102,1.4515324506156977,-0.6412266464111478,0.9957104669140996,-0.2961706780621931,-0.6248427065716614,-0.0736795202577586,0.2668572530151565,1.006823738394378,1.8122545271962336,-0.5824976308879857,-0.801930991293002
3,23-24,20,Nottingham Forest,38,-0.3883375508513898,-1.038980567921394,1.1420532365540534,-1.5973326499719172,-1.5709958964111277,-0.8134602015832383,-0.8217560905077977,0.2100513397419921,-0.1521438881923255,-0.6635509365605378,-0.4615226241776806,-1.367220700955097,1.5802619020593756
3,23-24,1,AFC Bournemouth,38,0.179239043275827,-0.3036814877648712,0.7659212158893175,0.534936184381207,1.1038959966128146,0.0775934285281566,-0.0210082512082846,0.5256024831062013,0.4496874261320269,0.52520131200803,0.9499206755697304,0.7014303858827281,-0.0972435516891382
3,23-24,8,Crystal Palace,38,0.3319706144563639,-0.7049690481168913,1.0633104721438842,-0.3122180045228331,0.0712940772225244,-0.4860428442100909,-0.7692541686350216,0.3101238251055776,-0.0665533711999859,-0.7250387932280704,-0.7554121879607051,-0.6538771617288628,-0.801930991293002
3,23-24,5,Brighton & Hove Albion,38,-0.2379091890383249,0.6771166039727746,-1.3267609252733414,0.824153728742713,0.0122871855492011,0.4603278736766746,0.4647031153239911,-0.1060762580309912,-0.6638476523886417,0.1357912001173863,-0.4112520408990071,0.0119402594944581,-0.8354632504961531
3,23-24,4,Brentford,38,-1.3680241068014098,-0.8883650048664131,0.2831789463702071,0.2287514404249376,-0.2335686347920234,0.4991993407620722,0.097139779153397,-1.4238510364938686,-0.6101389898633623,0.4841964272259451,-0.7979488353503522,-0.511208453883616,2.2177573241725144
3,23-24,23,Tottenham Hotspur,38,0.4294045964482019,1.107645146740022,-1.3833387670371964,1.569763103828344,1.5267724919740089,1.3603518423462404,1.088241379846272,-0.9703543531094664,0.8948071634990671,0.5456842838934778,-0.8366185147954878,0.6776673268812716,-0.6341421961928237
3,23-24,3,Aston Villa,38,0.1113560600434372,0.1852745673516164,-0.6378835581546356,-0.0481498118449374,-1.226820169804853,0.0506824128536508,0.234966677143402,0.7024586957188031,-0.9399935610802592,-0.0589138558279354,-0.0748258297263363,0.6062877960403945,0.4730598529332759
3,23-24,18,Newcastle United,38,0.1404752070464858,0.0998930767983969,-0.3688359023367145,0.4904941793512668,0.2089643678650341,0.5365757514211058,0.3662339525906325,-0.9328271710981204,-0.2264531336040122,-0.140923625392105,-0.5040592715673294,-0.3210136280354561,-0.734738973802277
3,23-24,7,Chelsea,38,-0.2669460785639635,0.3049066685923218,-1.1729497953943695,0.9938257246903502,0.2286582449466309,0.4558427043975908,-0.0472467413793822,-0.2420042076204696,-0.6315979303700433,-1.0017146777263726,-0.9680954249089456,-0.0832023303478755,-0.9360600281056064
3,23-24,14,Liverpool,38,1.1286137188003544,1.391179216453432,-1.1828403817921018,1.2636644877887997,0.9760539596182364,2.0301371213561468,1.8299276747302349,-0.3885389183314332,1.1535406747509844,1.621702305069704,1.603438258192508,1.9378322846505287,-0.2985646059924675
3,23-24,16,Manchester City,38,2.1970560928754885,2.3877413015043105,-1.4195296211263662,0.6417348011198206,1.6447489055349216,1.2885891338808924,1.468923961102415,-0.1412399769663519,2.574245158810084,0.3919841127302407,0.5786917528964387,1.9140692256490728,-0.6006099369896727
3,23-24,2,Arsenal,38,2.1733248106427783,1.5627862110187865,-0.5677407310516818,0.8432741262555931,1.3202296862245106,1.345401278082625,2.1777872017419244,0.8125614877950987,2.007238639365128,0.1255497141746624,1.986268084699339,1.4147739251089622,0.2382065394267954
4,24-25,22,Southampton,38,-1.6935057252867822,-0.8676227196427828,-0.1839180609833621,-0.4386227408634756,-1.4610259248713144,-1.7365884906853688,-1.2932867290378616,2.684116459906704,-0.8755066561037049,-1.300977703307538,-0.6318646533857765,-1.0325173686191849,-0.0473447564463969
4,24-25,13,Leicester City,38,-1.7869400112945066,-1.2325012439552934,0.5715443351306452,-1.1620642826910768,-0.4233687190122465,-1.43090000616722,-1.3543901805789622,0.1098407887573618,-1.2373437065947277,-0.522726673690438,-1.4707572084007494,-1.348714836889369,0.0227758739655551
4,24-25,11,Ipswich Town,38,-1.0087855310690774,-1.3997000364661965,1.3975758068345965,-1.813414882322968,-1.1932803477282234,-1.8421899671552744,-1.66866493622521,-0.5889784063923509,-1.4740752809555686,-1.7427179914171158,-0.840745530538098,-1.2027704339666505,1.1103121912672766
4,24-25,25,West Ham United,38,-1.1291834505289118,-0.7937478908388597,-0.246725130777939,-0.4636460431132285,-0.4569482118225915,-0.549035044769412,-0.6298399153451281,-1.1814154617069224,-0.8144282249963677,-0.5437486036230932,-0.6588170246312363,-1.0325173686191849,-0.1526590112476178
4,24-25,26,Wolverhampton Wanderers,38,-0.7520456552769695,-0.6832704278239312,0.1639896542466565,0.2420706596207977,-0.6912414912038618,-0.8232283520947816,-0.9964937969324172,0.2902724381002444,-0.6616268395881875,-1.0380437165643088,-0.3589718945254825,-1.1541531091171569,-0.7489509881157963
4,24-25,9,Everton,38,0.3632564484644,-0.6537778871922424,1.8300360584767488,-1.2681154207971632,-0.5907574028698751,-0.26928376499826,-0.6909433668862287,0.1234868798841342,-0.1350886403870494,0.1398637756507987,-0.2275790847038606,-0.9839000437696914,-0.0122844412404208
4,24-25,20,Nottingham Forest,38,0.2850228875868081,-0.8393098806363589,2.001214949643288,-1.0417141147279936,-1.4944782226331357,-0.7268901630345171,-0.900459870650394,0.480498128822402,1.098169129781886,-0.501664778111523,-0.0726029500424597,-0.8622643032717191,1.3208073916864258
4,24-25,4,Brentford,38,-0.7444081271247868,-0.6521836958067446,-0.1442390033678584,-0.4968614978852164,1.015843255037196,0.4050835584235931,0.2692963789119489,-2.9517601547030345,-0.8455992863890724,0.1083308807518159,-0.4701504259130092,-0.4974495101520412,2.8994547402383977
4,24-25,23,Tottenham Hotspur,38,-0.3975788681653274,0.2745835242379699,-1.165466157706966,1.308391021561047,0.6811930823704632,0.4588106253995093,0.2518477277118301,-0.1746781622732173,-0.1409858682180944,0.8655599804362608,0.3249445258280902,1.1808649092721069,-0.8192049277110413
4,24-25,17,Manchester United,38,-0.4067773509763495,0.1707697812144215,-0.9293076251491836,0.6369324111927505,1.3171683249906323,-0.4878973478657836,0.0685373730885278,0.2616279405098118,-0.4351101062918587,-0.4385590226672975,-0.0186982075515388,0.0620194391140876,-0.6788303577038441
4,24-25,3,Aston Villa,38,-0.1227950998287673,-0.1240918574470709,-0.188934726306577,0.4263196172573508,-0.6577891934420409,-0.0673440994680891,0.0336068983476054,0.2410563556880691,-0.3881428989231132,-0.6804710794778716,0.3114683402053576,0.8646674410019223,0.9348773060541036
4,24-25,10,Fulham,38,0.4027820503614616,0.441048988711549,-0.454956242993102,-0.4862861737201428,-0.6912414912038618,0.549590842013989,0.2169172529709076,0.0740249219561621,0.0841618657603194,2.3800581454514105,-0.4600432866959619,0.2079638420368065,-0.7840113033217725
4,24-25,5,Brighton & Hove Albion,38,0.6464953878696761,0.7518844250557164,-0.0981212335658657,0.8387572596951989,1.2166842366566455,0.3995255859778084,0.5835711345581968,0.1187742658313464,-0.036310074216912,0.3607539025287175,-1.0260430828506426,-0.1568509510828714,-0.7138906729098202
4,24-25,1,AFC Bournemouth,38,0.5652328316421955,0.2996442128179813,0.3293816047057088,1.3865888410915146,0.9823909572753752,0.7811730272550111,0.3391573283937938,0.2052814681395033,1.1974742341512312,1.7174676961101738,-0.0288053467685853,0.8160501161524288,0.4437662748038533
4,24-25,8,Crystal Palace,38,-0.0678829448659925,-0.9359178785974672,1.42396267640867,-1.4395548308534858,-0.3899164212504257,0.262428932315124,-0.516357337862986,-0.1554588927883635,-0.7796767038490857,-0.7225549049894417,1.5445393246852,-0.5703754974262814,0.7946360452301994
4,24-25,18,Newcastle United,38,0.3512891294132906,0.0748313436352201,-0.1758400447739354,0.4797920309934236,-0.7581460867275036,1.25730600011055,0.8978458902044446,-0.4076452134915417,0.3878690990595428,0.3922867974277003,0.2238731336576104,0.5484699727317378,-1.0998207585421425
4,24-25,7,Chelsea,38,0.9324102495472512,1.1834001492819932,-1.0410568078214208,0.9908334001535016,0.1455747330357567,0.5977599365441243,0.4613642314759953,0.1969626798550161,0.2955142989196523,-0.03890256006929,-0.3084361984402438,0.9619945190751475,-0.8192049277110413
4,24-25,16,Manchester City,38,1.7750470234176308,2.2810965696796752,-1.323787375151407,0.0780786609483275,0.714645380132284,0.6311077712188305,1.67477528137932,0.6783869397869238,2.3476442764862133,-0.112519280479843,0.6146825167167941,1.424136390268051,-0.7489509881157963
4,24-25,2,Arsenal,38,1.5343440984657493,1.3822914665365729,-0.5760277328801303,1.2395769403742327,1.819207181514994,0.4254627907248023,1.6660509557792609,0.2092154763922673,1.663987078643442,1.0548772467689371,3.225693481120828,1.3755190654185576,-0.117465386858349
4,24-25,14,Liverpool,38,1.2540226576490203,1.3225730572358652,-1.1893249439685536,0.9829391440866156,0.9154863617517336,2.165108166255352,1.5874656806973566,-0.2136084522745201,0.7490743037115234,0.6236878892719466,0.3283135722337722,1.3998277278433044,-0.7840113033217725
