season_id,season,team_id,team_name,matches_played,possession,field_tilt,game_control_share,ppda,high_recoveries,on_ball_pressure_share,off_ball_pressure_share,xt,passes_into_box,shots_per_1_0_xt,avg_pass_height,crosses,set_piece_xg,corners,throw_ins_into_box,xgd,ppda_inv,z_possession,z_field_tilt,z_game_control_share,z_ppda_inv,z_high_recoveries,z_on_ball_pressure_share,z_off_ball_pressure_share,z_xt,z_passes_into_box,z_shots_per_1_0_xt,z_avg_pass_height,z_crosses,z_set_piece_xg,z_corners,z_throw_ins_into_box,z_xgd,pct_possession,pct_field_tilt,pct_game_control_share,pct_ppda_inv,pct_high_recoveries,pct_on_ball_pressure_share,pct_off_ball_pressure_share,pct_xt,pct_passes_into_box,pct_shots_per_1_0_xt,pct_avg_pass_height,pct_crosses,pct_set_piece_xg,pct_corners,pct_throw_ins_into_box,pct_xgd
1,21-22,19,"Norwich City",38,42.813157894736854,37.698684210526324,26.84184210526316,17.623421052631585,3.4211,25.845526315789474,62.72078947368419,0.4673684210526316,9.4737,28.054473684210524,43.43657894736842,15.0789,0.11552631578947367,4.3421,0.2895,-1.3494736842105268,-17.623421052631585,-0.9218711372639138,-1.3300040056396054,-1.665325672326566,-1.17066086887182,-1.872857418464742,-1.4586145360496436,0.6748855323372117,-1.208955380097819,-0.9237049238640215,1.2831073595630427,-1.5482354635593043,-1.1885293956645735,-1.4439051486483936,-0.7765420981354996,-0.6148575392604456,-1.6096451820153843,21.052631578947366,0,0,15.789473684210526,0,0,78.94736842105263,0,10.526315789473683,89.47368421052632,0,5.263157894736842,0,21.052631578947366,26.31578947368421,0
1,21-22,24,Watford,38,40.66578947368421,40.829736842105255,42.99657894736841,17.70236842105263,3.9474,33.88842105263158,77.09684210526315,0.530263157894737,8.8158,23.65394736842105,45.79026315789473,16.1316,0.14578947368421055,4.2368,0.6053,-0.7810526315789474,-17.70236842105263,-1.1973185367539765,-0.9914782240779422,-0.5036228238045813,-1.2032123806580384,-1.2015814437729953,-0.972928806422515,1.437588975644885,-0.822232050320158,-1.107273458443328,0.22101515138240416,-0.6021894104632863,-0.7661082744156087,-1.030230280450672,-0.8717096721371151,-0.2083082398352897,-0.9316355109636622,15.789473684210526,5.263157894736842,31.57894736842105,10.526315789473683,5.263157894736842,10.526315789473683,89.47368421052632,15.789473684210526,0,73.68421052631578,31.57894736842105,21.052631578947366,10.526315789473683,10.526315789473683,57.89473684210527,5.263157894736842
1,21-22,26,"Wolverhampton Wanderers",38,49.531578947368416,45.95526315789475,39.171578947368424,17.023421052631583,4.2368,43.61736842105262,46.67631578947368,0.5189473684210526,9.0000,22.940526315789477,44.72973684210526,15.6842,0.14236842105263156,4.4211,0.0526,-0.7384210526315789,-17.023421052631583,-0.060085339594645286,-0.43731225942198554,-0.7786822963931492,-0.9232693792965354,-0.832462562762561,-0.3854275328461344,-0.17633389754481882,-0.8918098878952193,-1.0558776170244069,0.04882689780163085,-1.0284601611315485,-0.9456382541313748,-1.0769935264208497,-0.7051438232434993,-0.9198338819894495,-0.8807847856347828,47.368421052631575,31.57894736842105,21.052631578947366,26.31578947368421,26.31578947368421,36.84210526315789,47.368421052631575,10.526315789473683,5.263157894736842,63.1578947368421,15.789473684210526,10.526315789473683,5.263157894736842,26.31578947368421,0,10.526315789473683
1,21-22,6,Burnley,38,40.06052631578947,43.565,46.80236842105264,15.443684210526314,5.3421,31.551315789473687,79.44078947368425,0.5857894736842106,10.7105,22.04131578947368,49.37842105263159,19.9474,0.2523684210526316,4.8158,1.4211,-0.6605263157894735,-15.443684210526314,-1.2749568969043616,-0.6957447416815771,-0.22994479885955893,-0.2719136284542386,0.5773062664732128,-1.1140594207214558,1.5619441637234068,-0.48081521942858385,-0.5786105879958255,-0.16820270842688706,0.8400442583609864,0.7650729875410743,0.42662469015869364,-0.34842358147296126,0.8419226609596507,-0.7878723492313986,5.263157894736842,21.052631578947366,36.84210526315789,42.10526315789473,78.94736842105263,5.263157894736842,100,31.57894736842105,26.31578947368421,42.10526315789473,89.47368421052632,84.21052631578947,73.68421052631578,42.10526315789473,89.47368421052632,15.789473684210526
1,21-22,13,"Leicester City",38,51.997368421052634,46.185,35.02157894736841,14.942368421052633,5.0526,41.82342105263158,39.01500000000001,0.6031578947368421,10.7105,22.407894736842096,44.84526315789473,14.7368,0.1602631578947368,4.8684,0.1316,-0.6384210526315792,-14.942368421052633,0.2562065884962709,-0.4124733783240429,-1.077112835280094,-0.06521152861173278,0.2080598392011993,-0.4937585088258519,-0.582795398670892,-0.37402132919709674,-0.5786105879958255,-0.0797267817437383,-0.9820252083912614,-1.325805225035972,-0.832385778269154,-0.30088498325373075,-0.8181321889730236,-0.7615053064682766,63.1578947368421,36.84210526315789,5.263157894736842,52.63157894736842,52.63157894736842,31.57894736842105,26.31578947368421,36.84210526315789,26.31578947368421,52.63157894736842,21.052631578947366,0,21.052631578947366,47.368421052631575,5.263157894736842,21.052631578947366
1,21-22,12,"Leeds United",38,52.30526315789475,48.07710526315788,36.14394736842105,11.918947368421055,5.9737,46.63447368421053,37.501315789473686,0.6373684210526316,10.9211,22.221842105263164,44.00026315789475,17.1053,0.2157894736842105,4.4737,0.5789,-0.6289473684210528,-11.918947368421055,0.2957008847466853,-0.20790115026652464,-0.9964022298043282,1.1814028677612667,1.3828884546079407,-0.20323380545762312,-0.663102016143402,-0.16366972722598455,-0.5198485673507397,-0.12463164905528282,-1.3216667419882246,-0.3753877977744791,-0.0733823244455088,-0.6576052250242688,-0.24229462838761429,-0.7502051452840811,68.42105263157895,52.63157894736842,10.526315789473683,78.94736842105263,84.21052631578947,42.10526315789473,15.789473684210526,57.89473684210527,36.84210526315789,47.368421052631575,10.526315789473683,47.368421052631575,42.10526315789473,31.57894736842105,52.63157894736842,26.31578947368421
1,21-22,18,"Newcastle United",38,40.37105263157895,41.495526315789476,47.80657894736842,17.112368421052633,4.2632,36.11447368421054,72.32552631578945,0.4776315789473684,10.0000,28.26473684210526,46.55763157894737,15.7895,0.22184210526315792,4.2105,0.7632,-0.46500000000000014,-17.112368421052633,-1.2351250425663372,-0.919493837849078,-0.1577310425886288,-0.9599440825756771,-0.7987903497056313,-0.8385043197256625,1.184452800159127,-1.1458498995064854,-0.776855676639384,1.333855575944835,-0.2937513189127451,-0.903384103787007,0.009352649194036163,-0.8954789712467305,-0.005033590122711716,-0.5546495781242557,10.526315789473683,10.526315789473683,47.368421052631575,21.052631578947366,31.57894736842105,15.789473684210526,84.21052631578947,5.263157894736842,15.789473684210526,94.73684210526315,36.84210526315789,15.789473684210526,52.63157894736842,5.263157894736842,68.42105263157895,31.57894736842105
1,21-22,22,Southampton,38,47.75263157894736,49.63894736842105,48.57394736842106,13.526315789473681,5.2632,48.05473684210526,58.20342105263159,0.5615789473684213,11.3947,33.521052631578954,49.328947368421055,18.8684,0.2663157894736841,6.1316,2.0789,-0.40789473684210525,-13.526315789473681,-0.288274606819255,-0.03903659205770858,-0.1025488326080115,0.518654087793797,0.47667226608716146,-0.11746847212000612,0.4352222160067018,-0.6296794300542933,-0.3877037763843929,2.6024974708258366,0.8201586749551194,0.3320983605555769,0.6172748468063378,0.8407643945130381,1.6887501757217394,-0.4865347176528558,36.84210526315789,68.42105263157895,57.89473684210527,68.42105263157895,68.42105263157895,52.63157894736842,63.1578947368421,21.052631578947366,42.10526315789473,100,84.21052631578947,68.42105263157895,84.21052631578947,84.21052631578947,94.73684210526315,36.84210526315789
1,21-22,9,Everton,38,39.994736842105276,44.53026315789474,53.16263157894737,17.81157894736842,5.2632,40.24763157894736,77.39921052631577,0.5831578947368421,10.5000,23.23184210526316,48.43342105263157,17.3421,0.14789473684210525,4.2368,0.6579,-0.3034210526315789,-17.81157894736842,-1.2833958490946182,-0.5913816078130117,0.22742791479665775,-1.2482419719623126,0.47667226608716146,-0.588915599065922,1.453630753022477,-0.4969961118879009,-0.6373447064468727,0.11913763063597829,0.4602084604330056,-0.28036611874744877,-1.001452898315179,-0.8717096721371151,-0.14059293537118836,-0.36191905126047913,0,26.31578947368421,68.42105263157895,5.263157894736842,68.42105263157895,26.31578947368421,94.73684210526315,26.31578947368421,21.052631578947366,68.42105263157895,63.1578947368421,52.63157894736842,15.789473684210526,10.526315789473683,63.1578947368421,42.10526315789473
1,21-22,3,"Aston Villa",38,46.46842105263158,48.85684210526315,53.52315789473685,13.526842105263157,4.6579,49.146052631578954,62.377105263157894,0.6355263157894737,12.1842,21.56947368421052,47.02263157894737,17.7895,0.17736842105263156,5.1579,1.0000,-0.09631578947368417,-13.526842105263157,-0.4530029535731138,-0.12359690663169394,0.2533537130385803,0.5184370777152215,-0.29536525525221596,-0.051567260826490234,0.6566517975633778,-0.17499635194750582,-0.1674159544504175,-0.2820845006328362,-0.1068479897735843,-0.10083613903168272,-0.5985695484182678,-0.03924193792165381,0.2998140162860183,-0.1148849720393194,31.57894736842105,63.1578947368421,73.68421052631578,63.1578947368421,36.84210526315789,63.1578947368421,73.68421052631578,52.63157894736842,52.63157894736842,31.57894736842105,47.368421052631575,63.1578947368421,36.84210526315789,57.89473684210527,73.68421052631578,47.368421052631575
